 
 ETABS v9.7.3  File:HW4-V4-CASE2  Units:N-m  April 23, 2018 17:38  PAGE 1
    0.38000     0.00000     0.00000     0.00000     0.00000
    0.38500     0.00000     0.00000     0.00000     0.00000
    0.39000     0.00000     0.00000     0.00000     0.00000
    0.39500     0.00000     0.00000     0.00000     0.00000
    0.40000     0.00000     0.00000     0.00000     0.00000
    0.40500     0.00000     0.00000     0.00000     0.00000
    0.41000     0.00000     0.00000     0.00000     0.00000
    0.41500     0.00000     0.00000     0.00000     0.00000
    0.42000     0.00000     0.00000     0.00000     0.00000
    0.42500     0.00000     0.00000     0.00000     0.00000
    0.43000     0.00000     0.00000     0.00000     0.00000
    0.43500     0.00000     0.00000     0.00000     0.00000
    0.44000     0.00000     0.00000     0.00000     0.00000
    0.44500     0.00000     0.00000     0.00000     0.00000
    0.45000     0.00000     0.00000     0.00000     0.00000
    0.45500     0.00000     0.00000     0.00000     0.00000
    0.46000     0.00000     0.00000     0.00000   1.140E-06
    0.46500     0.00000     0.00000     0.00000   1.100E-06
    0.47000     0.00000     0.00000     0.00000     0.00000
    0.47500     0.00000     0.00000     0.00000     0.00000
    0.48000     0.00000     0.00000     0.00000     0.00000
    0.48500     0.00000     0.00000     0.00000     0.00000
    0.49000     0.00000     0.00000     0.00000     0.00000
    0.49500     0.00000     0.00000     0.00000     0.00000
    0.50000     0.00000     0.00000     0.00000     0.00000
    0.50500     0.00000     0.00000     0.00000     0.00000
    0.51000     0.00000     0.00000     0.00000     0.00000
    0.51500     0.00000     0.00000     0.00000     0.00000
    0.52000     0.00000     0.00000     0.00000     0.00000
    0.52500     0.00000     0.00000     0.00000     0.00000
    0.53000     0.00000     0.00000     0.00000     0.00000
    0.53500     0.00000     0.00000     0.00000     0.00000
    0.54000     0.00000     0.00000     0.00000     0.00000
    0.54500     0.00000     0.00000     0.00000     0.00000
    0.55000     0.00000     0.00000     0.00000     0.00000
    0.55500     0.00000     0.00000     0.00000     0.00000
    0.56000     0.00000     0.00000     0.00000     0.00000
    0.56500     0.00000     0.00000     0.00000     0.00000
    0.57000     0.00000     0.00000     0.00000     0.00000
    0.57500     0.00000     0.00000     0.00000     0.00000
    0.58000     0.00000     0.00000     0.00000     0.00000
    0.58500     0.00000     0.00000     0.00000     0.00000
    0.59000     0.00000     0.00000     0.00000     0.00000
    0.59500     0.00000     0.00000     0.00000     0.00000
    0.60000     0.00000     0.00000     0.00000     0.00000
    0.60500     0.00000     0.00000     0.00000     0.00000
    0.61000     0.00000     0.00000     0.00000   1.018E-06
    0.61500     0.00000     0.00000     0.00000   1.028E-06
    0.62000     0.00000     0.00000     0.00000   1.014E-06
    0.62500     0.00000     0.00000     0.00000   1.045E-06
    0.63000     0.00000     0.00000     0.00000   1.171E-06
    0.63500     0.00000     0.00000     0.00000   1.275E-06
    0.64000     0.00000     0.00000     0.00000   1.294E-06
    0.64500     0.00000     0.00000     0.00000   1.194E-06
    0.65000   1.011E-06     0.00000     0.00000   1.150E-06
    0.65500   1.022E-06     0.00000     0.00000   1.116E-06
    0.66000   1.019E-06     0.00000     0.00000   1.117E-06
    0.66500   1.014E-06     0.00000     0.00000   1.114E-06
    0.67000   1.006E-06     0.00000     0.00000   1.115E-06
    0.67500     0.00000     0.00000     0.00000   1.110E-06
    0.68000     0.00000     0.00000     0.00000   1.104E-06
    0.68500     0.00000     0.00000     0.00000   1.085E-06
    0.69000     0.00000     0.00000     0.00000   1.065E-06
    0.69500     0.00000     0.00000     0.00000   1.061E-06
    0.70000     0.00000     0.00000     0.00000   1.080E-06
    0.70500     0.00000     0.00000     0.00000   1.133E-06
    0.71000     0.00000     0.00000     0.00000   1.109E-06
    0.71500     0.00000     0.00000     0.00000   1.161E-06
    0.72000     0.00000     0.00000     0.00000   1.303E-06
    0.72500     0.00000     0.00000     0.00000   1.397E-06
    0.73000     0.00000     0.00000     0.00000   1.342E-06
    0.73500     0.00000     0.00000     0.00000   1.288E-06
    0.74000     0.00000     0.00000     0.00000   1.361E-06
    0.74500     0.00000     0.00000     0.00000   1.334E-06
    0.75000     0.00000     0.00000     0.00000   1.243E-06
    0.75500     0.00000     0.00000     0.00000   1.393E-06
    0.76000     0.00000     0.00000     0.00000   1.610E-06
    0.76500     0.00000   1.005E-06     0.00000   1.667E-06
    0.77000     0.00000     0.00000     0.00000   1.584E-06
    0.77500     0.00000     0.00000     0.00000   1.550E-06
    0.78000     0.00000   1.313E-06     0.00000   1.864E-06
    0.78500     0.00000   1.475E-06     0.00000   1.988E-06
    0.79000     0.00000   1.525E-06     0.00000   2.003E-06
    0.79500     0.00000   1.631E-06     0.00000   2.076E-06
    0.80000     0.00000   1.496E-06     0.00000   1.912E-06
    0.80500     0.00000   1.311E-06     0.00000   1.701E-06
    0.81000     0.00000   1.137E-06     0.00000   1.505E-06
    0.81500     0.00000   1.168E-06     0.00000   1.517E-06
    0.82000     0.00000   1.358E-06     0.00000   1.689E-06
    0.82500     0.00000   1.932E-06     0.00000   2.248E-06
    0.83000     0.00000   2.376E-06     0.00000   2.680E-06
    0.83500     0.00000   2.257E-06     0.00000   2.553E-06
    0.84000     0.00000   2.136E-06     0.00000   2.428E-06
    0.84500     0.00000   2.082E-06     0.00000   2.376E-06
    0.85000     0.00000   2.163E-06     0.00000   2.461E-06
    0.85500     0.00000   2.101E-06     0.00000   2.408E-06
    0.86000     0.00000   1.903E-06     0.00000   2.222E-06
    0.86500     0.00000   1.591E-06     0.00000   1.925E-06
    0.87000     0.00000   1.252E-06     0.00000   1.601E-06
    0.87500     0.00000     0.00000     0.00000   1.363E-06
    0.88000     0.00000     0.00000     0.00000   1.194E-06
    0.88500     0.00000     0.00000     0.00000   1.161E-06
    0.89000     0.00000     0.00000     0.00000   1.256E-06
    0.89500     0.00000     0.00000     0.00000   1.267E-06
    0.90000     0.00000     0.00000     0.00000   1.234E-06
    0.90500     0.00000     0.00000     0.00000   1.163E-06
    0.91000     0.00000     0.00000     0.00000   1.211E-06
    0.91500     0.00000   1.062E-06     0.00000   1.577E-06
    0.92000     0.00000   1.142E-06     0.00000   1.689E-06
    0.92500     0.00000     0.00000     0.00000   1.419E-06
    0.93000     0.00000     0.00000     0.00000   1.120E-06
    0.93500     0.00000     0.00000     0.00000   1.031E-06
    0.94000     0.00000     0.00000     0.00000     0.00000
    0.94500     0.00000     0.00000     0.00000     0.00000
    0.95000     0.00000     0.00000     0.00000     0.00000
    0.95500     0.00000     0.00000     0.00000     0.00000
    0.96000     0.00000     0.00000     0.00000     0.00000
    0.96500     0.00000     0.00000     0.00000     0.00000
    0.97000     0.00000     0.00000     0.00000     0.00000
    0.97500     0.00000     0.00000     0.00000     0.00000
    0.98000     0.00000     0.00000     0.00000     0.00000
    0.98500     0.00000     0.00000     0.00000   1.070E-06
    0.99000     0.00000     0.00000     0.00000   1.378E-06
    0.99500     0.00000   1.149E-06     0.00000   1.777E-06
    1.00000     0.00000     0.00000     0.00000   1.436E-06
    1.00500     0.00000     0.00000     0.00000   1.189E-06
    1.01000     0.00000     0.00000     0.00000   1.335E-06
    1.01500     0.00000     0.00000     0.00000     0.00000
    1.02000     0.00000     0.00000     0.00000     0.00000
    1.02500     0.00000     0.00000     0.00000     0.00000
    1.03000     0.00000     0.00000     0.00000     0.00000
    1.03500     0.00000     0.00000     0.00000     0.00000
    1.04000     0.00000     0.00000     0.00000     0.00000
    1.04500     0.00000     0.00000     0.00000     0.00000
    1.05000     0.00000     0.00000     0.00000     0.00000
    1.05500     0.00000     0.00000     0.00000     0.00000
    1.06000     0.00000     0.00000     0.00000     0.00000
    1.06500     0.00000     0.00000     0.00000     0.00000
    1.07000     0.00000     0.00000     0.00000     0.00000
    1.07500     0.00000     0.00000     0.00000     0.00000
    1.08000     0.00000     0.00000     0.00000     0.00000
    1.08500     0.00000     0.00000     0.00000     0.00000
    1.09000     0.00000     0.00000     0.00000     0.00000
    1.09500     0.00000     0.00000     0.00000     0.00000
    1.10000     0.00000     0.00000     0.00000     0.00000
    1.10500     0.00000     0.00000     0.00000     0.00000
    1.11000     0.00000     0.00000     0.00000     0.00000
    1.11500     0.00000     0.00000     0.00000     0.00000
    1.12000     0.00000     0.00000     0.00000     0.00000
    1.12500     0.00000     0.00000     0.00000     0.00000
    1.13000     0.00000     0.00000     0.00000     0.00000
    1.13500     0.00000     0.00000     0.00000     0.00000
    1.14000     0.00000     0.00000     0.00000     0.00000
    1.14500     0.00000     0.00000     0.00000     0.00000
    1.15000     0.00000     0.00000     0.00000     0.00000
    1.15500     0.00000     0.00000     0.00000     0.00000
    1.16000     0.00000     0.00000     0.00000     0.00000
    1.16500     0.00000     0.00000     0.00000     0.00000
    1.17000     0.00000     0.00000     0.00000     0.00000
    1.17500     0.00000     0.00000     0.00000     0.00000
    1.18000     0.00000     0.00000     0.00000     0.00000
    1.18500     0.00000     0.00000     0.00000     0.00000
    1.19000     0.00000     0.00000     0.00000     0.00000
    1.19500     0.00000     0.00000     0.00000     0.00000
    1.20000     0.00000     0.00000     0.00000     0.00000
    1.20500     0.00000     0.00000     0.00000     0.00000
    1.21000     0.00000     0.00000     0.00000     0.00000
    1.21500     0.00000     0.00000     0.00000     0.00000
    1.22000     0.00000     0.00000     0.00000     0.00000
    1.22500     0.00000     0.00000     0.00000     0.00000
    1.23000     0.00000     0.00000     0.00000     0.00000
    1.23500     0.00000     0.00000     0.00000     0.00000
    1.24000     0.00000     0.00000     0.00000     0.00000
    1.24500     0.00000     0.00000     0.00000     0.00000
    1.25000     0.00000     0.00000     0.00000     0.00000
    1.25500     0.00000     0.00000     0.00000     0.00000
    1.26000     0.00000     0.00000     0.00000     0.00000
    1.26500     0.00000     0.00000     0.00000     0.00000
    1.27000     0.00000     0.00000     0.00000     0.00000
    1.27500     0.00000     0.00000     0.00000     0.00000
    1.28000     0.00000     0.00000     0.00000     0.00000
    1.28500     0.00000     0.00000     0.00000     0.00000
    1.29000     0.00000     0.00000     0.00000     0.00000
    1.29500     0.00000     0.00000     0.00000     0.00000
    1.30000     0.00000     0.00000     0.00000     0.00000
    1.30500     0.00000     0.00000     0.00000     0.00000
    1.31000     0.00000     0.00000     0.00000     0.00000
    1.31500     0.00000     0.00000     0.00000     0.00000
    1.32000     0.00000     0.00000     0.00000     0.00000
    1.32500     0.00000     0.00000     0.00000     0.00000
    1.33000     0.00000     0.00000     0.00000     0.00000
    1.33500     0.00000     0.00000     0.00000     0.00000
    1.34000     0.00000     0.00000     0.00000     0.00000
    1.34500     0.00000     0.00000     0.00000     0.00000
    1.35000     0.00000     0.00000     0.00000     0.00000
    1.35500     0.00000     0.00000     0.00000     0.00000
    1.36000     0.00000     0.00000     0.00000     0.00000
    1.36500     0.00000     0.00000     0.00000     0.00000
    1.37000     0.00000     0.00000     0.00000     0.00000
    1.37500     0.00000     0.00000     0.00000     0.00000
    1.38000     0.00000     0.00000     0.00000     0.00000
    1.38500     0.00000     0.00000     0.00000     0.00000
    1.39000     0.00000     0.00000     0.00000     0.00000
    1.39500     0.00000     0.00000     0.00000     0.00000
    1.40000     0.00000     0.00000     0.00000     0.00000
    1.40500     0.00000     0.00000     0.00000     0.00000
    1.41000     0.00000     0.00000     0.00000     0.00000
    1.41500     0.00000     0.00000     0.00000     0.00000
    1.42000     0.00000     0.00000     0.00000     0.00000
    1.42500     0.00000     0.00000     0.00000     0.00000
    1.43000     0.00000     0.00000     0.00000     0.00000
    1.43500     0.00000     0.00000     0.00000     0.00000
    1.44000     0.00000     0.00000     0.00000     0.00000
    1.44500     0.00000     0.00000     0.00000     0.00000
    1.45000     0.00000     0.00000     0.00000   1.062E-06
    1.45500     0.00000     0.00000     0.00000   1.126E-06
    1.46000     0.00000     0.00000     0.00000     0.00000
    1.46500     0.00000     0.00000     0.00000     0.00000
    1.47000     0.00000     0.00000     0.00000     0.00000
    1.47500     0.00000     0.00000     0.00000   1.157E-06
    1.48000     0.00000     0.00000     0.00000   1.078E-06
    1.48500     0.00000     0.00000     0.00000     0.00000
    1.49000     0.00000     0.00000     0.00000     0.00000
    1.49500     0.00000     0.00000     0.00000     0.00000
    1.50000     0.00000     0.00000     0.00000     0.00000
    1.50500     0.00000     0.00000     0.00000     0.00000
    1.51000     0.00000     0.00000     0.00000     0.00000
    1.51500     0.00000     0.00000     0.00000     0.00000
    1.52000     0.00000     0.00000     0.00000     0.00000
    1.52500     0.00000     0.00000     0.00000     0.00000
    1.53000     0.00000     0.00000     0.00000     0.00000
    1.53500     0.00000     0.00000     0.00000     0.00000
    1.54000     0.00000     0.00000     0.00000     0.00000
    1.54500     0.00000     0.00000     0.00000     0.00000
    1.55000     0.00000     0.00000     0.00000     0.00000
    1.55500     0.00000     0.00000     0.00000     0.00000
    1.56000     0.00000     0.00000     0.00000     0.00000
    1.56500     0.00000     0.00000     0.00000     0.00000
    1.57000     0.00000     0.00000     0.00000     0.00000
    1.57500     0.00000     0.00000     0.00000     0.00000
    1.58000     0.00000     0.00000     0.00000     0.00000
    1.58500     0.00000     0.00000     0.00000     0.00000
    1.59000     0.00000     0.00000     0.00000     0.00000
    1.59500     0.00000     0.00000     0.00000     0.00000
    1.60000     0.00000     0.00000     0.00000     0.00000
    1.60500     0.00000     0.00000     0.00000     0.00000
    1.61000     0.00000     0.00000     0.00000     0.00000
    1.61500     0.00000     0.00000     0.00000     0.00000
    1.62000     0.00000     0.00000     0.00000     0.00000
    1.62500     0.00000     0.00000     0.00000     0.00000
    1.63000     0.00000     0.00000     0.00000   1.009E-06
    1.63500     0.00000     0.00000     0.00000     0.00000
    1.64000     0.00000     0.00000     0.00000     0.00000
    1.64500     0.00000     0.00000     0.00000   1.160E-06
    1.65000     0.00000     0.00000     0.00000   1.527E-06
    1.65500     0.00000     0.00000     0.00000   1.324E-06
    1.66000     0.00000     0.00000     0.00000   1.016E-06
    1.66500     0.00000     0.00000     0.00000     0.00000
    1.67000     0.00000     0.00000     0.00000     0.00000
    1.67500     0.00000     0.00000     0.00000     0.00000
    1.68000     0.00000     0.00000     0.00000   1.114E-06
    1.68500     0.00000     0.00000     0.00000     0.00000
    1.69000     0.00000     0.00000     0.00000     0.00000
    1.69500     0.00000     0.00000     0.00000     0.00000
    1.70000     0.00000     0.00000     0.00000     0.00000
    1.70500     0.00000     0.00000     0.00000     0.00000
    1.71000     0.00000     0.00000     0.00000     0.00000
    1.71500     0.00000     0.00000     0.00000     0.00000
    1.72000     0.00000     0.00000     0.00000   1.112E-06
    1.72500     0.00000     0.00000     0.00000     0.00000
    1.73000     0.00000     0.00000     0.00000     0.00000
    1.73500     0.00000     0.00000     0.00000   1.208E-06
    1.74000     0.00000     0.00000     0.00000   1.333E-06
    1.74500     0.00000     0.00000     0.00000   1.226E-06
    1.75000     0.00000     0.00000     0.00000   1.064E-06
    1.75500     0.00000     0.00000     0.00000     0.00000
    1.76000     0.00000     0.00000     0.00000     0.00000
    1.76500     0.00000     0.00000     0.00000     0.00000
    1.77000     0.00000     0.00000     0.00000     0.00000
    1.77500     0.00000     0.00000     0.00000     0.00000
    1.78000     0.00000     0.00000     0.00000   1.034E-06
    1.78500     0.00000     0.00000     0.00000   1.100E-06
    1.79000     0.00000     0.00000     0.00000   1.078E-06
    1.79500     0.00000     0.00000     0.00000     0.00000
    1.80000     0.00000     0.00000     0.00000     0.00000
    1.80500     0.00000     0.00000     0.00000     0.00000
    1.81000     0.00000     0.00000     0.00000     0.00000
    1.81500     0.00000     0.00000     0.00000     0.00000
    1.82000     0.00000     0.00000     0.00000     0.00000
    1.82500     0.00000     0.00000     0.00000     0.00000
    1.83000     0.00000     0.00000     0.00000     0.00000
    1.83500     0.00000     0.00000     0.00000     0.00000
    1.84000     0.00000     0.00000     0.00000   1.180E-06
    1.84500     0.00000     0.00000     0.00000   1.219E-06
    1.85000     0.00000     0.00000     0.00000   1.196E-06
    1.85500     0.00000     0.00000     0.00000   1.263E-06
    1.86000     0.00000     0.00000     0.00000   1.131E-06
    1.86500     0.00000     0.00000     0.00000     0.00000
    1.87000     0.00000     0.00000     0.00000     0.00000
    1.87500     0.00000     0.00000     0.00000     0.00000
    1.88000     0.00000     0.00000     0.00000   1.134E-06
    1.88500     0.00000     0.00000     0.00000   1.042E-06
    1.89000     0.00000     0.00000     0.00000     0.00000
    1.89500     0.00000     0.00000     0.00000   1.001E-06
    1.90000     0.00000     0.00000     0.00000   1.030E-06
    1.90500     0.00000     0.00000     0.00000     0.00000
    1.91000     0.00000     0.00000     0.00000     0.00000
    1.91500     0.00000     0.00000     0.00000     0.00000
    1.92000     0.00000     0.00000     0.00000     0.00000
    1.92500     0.00000     0.00000     0.00000     0.00000
    1.93000     0.00000     0.00000     0.00000   1.007E-06
    1.93500     0.00000     0.00000     0.00000   1.004E-06
    1.94000     0.00000     0.00000     0.00000     0.00000
    1.94500     0.00000     0.00000     0.00000     0.00000
    1.95000     0.00000     0.00000     0.00000   1.016E-06
    1.95500     0.00000     0.00000     0.00000   1.163E-06
    1.96000     0.00000     0.00000     0.00000   1.382E-06
    1.96500     0.00000     0.00000     0.00000   1.717E-06
    1.97000     0.00000   1.288E-06     0.00000   2.142E-06
    1.97500     0.00000   1.580E-06     0.00000   2.411E-06
    1.98000     0.00000   1.646E-06     0.00000   2.457E-06
    1.98500     0.00000   1.649E-06     0.00000   2.443E-06
    1.99000     0.00000   1.966E-06     0.00000   2.746E-06
    1.99500     0.00000   2.094E-06     0.00000   2.864E-06
    2.00000     0.00000   1.515E-06     0.00000   2.278E-06
    2.00500     0.00000   1.282E-06     0.00000   2.041E-06
    2.01000     0.00000   1.732E-06     0.00000   2.490E-06
    2.01500     0.00000   1.841E-06     0.00000   2.602E-06
    2.02000     0.00000   1.573E-06     0.00000   2.341E-06
    2.02500     0.00000   1.610E-06     0.00000   2.387E-06
    2.03000     0.00000   1.830E-06     0.00000   2.620E-06
    2.03500     0.00000   1.797E-06     0.00000   2.604E-06
    2.04000     0.00000   1.519E-06     0.00000   2.346E-06
    2.04500     0.00000   1.602E-06     0.00000   2.449E-06
    2.05000     0.00000   2.002E-06     0.00000   2.877E-06
    2.05500     0.00000   2.156E-06     0.00000   3.066E-06
    2.06000     0.00000   1.415E-06     0.00000   2.361E-06
    2.06500     0.00000   1.011E-06     0.00000   1.984E-06
    2.07000     0.00000   1.066E-06     0.00000   2.069E-06
    2.07500     0.00000   1.071E-06     0.00000   2.105E-06
    2.08000     0.00000   1.175E-06     0.00000   2.244E-06
    2.08500     0.00000   1.126E-06     0.00000   2.232E-06
    2.09000     0.00000   1.075E-06     0.00000   2.220E-06
    2.09500     0.00000     0.00000     0.00000   2.161E-06
    2.10000     0.00000     0.00000     0.00000   2.060E-06
    2.10500     0.00000     0.00000     0.00000   2.182E-06
    2.11000     0.00000   1.054E-06     0.00000   2.359E-06
    2.11500     0.00000     0.00000     0.00000   1.966E-06
    2.12000     0.00000     0.00000     0.00000   1.700E-06
    2.12500     0.00000     0.00000     0.00000   1.721E-06
    2.13000     0.00000     0.00000     0.00000   1.715E-06
    2.13500     0.00000     0.00000     0.00000   1.642E-06
    2.14000     0.00000     0.00000     0.00000   1.599E-06
    2.14500     0.00000     0.00000     0.00000   1.630E-06
    2.15000     0.00000     0.00000     0.00000   1.662E-06
    2.15500     0.00000     0.00000     0.00000   1.677E-06
    2.16000     0.00000     0.00000     0.00000   1.613E-06
    2.16500     0.00000     0.00000     0.00000   1.566E-06
    2.17000     0.00000     0.00000     0.00000   1.793E-06
    2.17500     0.00000     0.00000     0.00000   1.706E-06
    2.18000     0.00000     0.00000     0.00000   1.619E-06
    2.18500     0.00000     0.00000     0.00000   1.660E-06
    2.19000     0.00000     0.00000     0.00000   1.624E-06
    2.19500     0.00000     0.00000     0.00000   1.610E-06
    2.20000     0.00000     0.00000     0.00000   1.576E-06
    2.20500     0.00000     0.00000     0.00000   1.514E-06
    2.21000     0.00000     0.00000     0.00000   1.475E-06
    2.21500     0.00000     0.00000     0.00000   1.493E-06
    2.22000     0.00000     0.00000     0.00000   1.613E-06
    2.22500     0.00000     0.00000     0.00000   1.618E-06
    2.23000     0.00000     0.00000     0.00000   1.650E-06
    2.23500     0.00000     0.00000     0.00000   1.774E-06
    2.24000     0.00000     0.00000     0.00000   1.749E-06
    2.24500     0.00000     0.00000     0.00000   1.934E-06
    2.25000     0.00000     0.00000     0.00000   2.198E-06
    2.25500     0.00000   1.139E-06     0.00000   2.355E-06
    2.26000     0.00000   1.335E-06     0.00000   2.526E-06
    2.26500     0.00000   1.264E-06     0.00000   2.431E-06
    2.27000     0.00000   1.244E-06     0.00000   2.391E-06
    2.27500     0.00000   1.275E-06   1.005E-06   2.404E-06
    2.28000     0.00000   1.097E-06   1.013E-06   2.210E-06
    2.28500     0.00000   1.499E-06   1.020E-06   2.599E-06
    2.29000     0.00000   2.161E-06   1.032E-06   3.251E-06
    2.29500     0.00000   2.047E-06   1.046E-06   3.131E-06
    2.30000     0.00000   1.933E-06   1.058E-06   3.014E-06
    2.30500     0.00000   1.947E-06   1.070E-06   3.029E-06
    2.31000     0.00000   1.958E-06   1.083E-06   3.044E-06
    2.31500     0.00000   2.238E-06   1.095E-06   3.334E-06
    2.32000     0.00000   2.921E-06   1.111E-06   4.033E-06
    2.32500     0.00000   2.996E-06   1.131E-06   4.134E-06
    2.33000     0.00000   2.745E-06   1.148E-06   3.913E-06
    2.33500     0.00000   2.887E-06   1.166E-06   4.091E-06
    2.34000     0.00000   3.027E-06   1.185E-06   4.273E-06
    2.34500     0.00000   3.597E-06   1.205E-06   4.895E-06
    2.35000     0.00000   4.705E-06   1.231E-06   6.071E-06
    2.35500     0.00000   5.606E-06   1.264E-06   7.064E-06
    2.36000     0.00000   5.751E-06   1.300E-06   7.317E-06
    2.36500     0.00000   5.547E-06   1.335E-06   7.230E-06
    2.37000     0.00000   5.669E-06   1.370E-06   7.481E-06
    2.37500     0.00000   6.128E-06   1.407E-06   8.084E-06
    2.38000     0.00000   6.113E-06   1.446E-06   8.229E-06
    2.38500     0.00000   5.741E-06   1.483E-06   8.025E-06
    2.39000     0.00000   5.592E-06   1.519E-06   8.051E-06
    2.39500   1.088E-06   5.218E-06   1.553E-06   7.859E-06
    2.40000   1.239E-06   4.848E-06   1.585E-06   7.672E-06
    2.40500   1.399E-06   5.103E-06   1.615E-06   8.117E-06
    2.41000   1.574E-06   5.135E-06   1.648E-06   8.357E-06
    2.41500   1.751E-06   4.336E-06   1.678E-06   7.765E-06
    2.42000   1.922E-06   4.061E-06   1.704E-06   7.687E-06
    2.42500   2.106E-06   4.359E-06   1.730E-06   8.196E-06
    2.43000   2.299E-06   4.068E-06   1.757E-06   8.124E-06
    2.43500   2.490E-06   3.781E-06   1.782E-06   8.052E-06
    2.44000   2.686E-06   3.675E-06   1.805E-06   8.166E-06
    2.44500   2.887E-06   3.836E-06   1.828E-06   8.551E-06
    2.45000   3.100E-06   3.534E-06   1.852E-06   8.486E-06
    2.45500   3.301E-06   3.155E-06   1.873E-06   8.329E-06
    2.46000   3.509E-06   3.116E-06   1.893E-06   8.517E-06
    2.46500   3.714E-06   2.829E-06   1.911E-06   8.454E-06
    2.47000   3.919E-06   2.783E-06   1.929E-06   8.631E-06
    2.47500   4.127E-06   2.578E-06   1.946E-06   8.650E-06
    2.48000   4.329E-06   2.450E-06   1.961E-06   8.741E-06
    2.48500   4.533E-06   2.111E-06   1.976E-06   8.620E-06
