longitudinal	transverse	vertical
-0.180 	0.460 	-0.140 
0.040 	0.690 	0.320 
-0.360 	0.480 	0.090 
-0.310 	0.390 	-0.120 
-0.070 	0.600 	0.610 
-0.450 	0.440 	0.320 
-0.530 	0.290 	-0.080 
-0.490 	0.260 	0.640 
-0.650 	0.330 	0.210 
-0.780 	0.190 	-0.170 
-0.930 	0.050 	0.640 
-0.830 	0.200 	0.100 
-1.090 	-0.020 	-0.080 
-1.340 	-0.130 	0.650 
-1.040 	0.080 	0.160 
-1.060 	-0.040 	0.160 
-1.150 	-0.160 	0.310 
-1.140 	-0.190 	0.070 
-1.030 	-0.190 	0.460 
-1.010 	-0.210 	0.020 
-1.270 	-0.260 	-0.320 
-1.080 	-0.170 	0.320 
-1.180 	-0.200 	0.020 
-1.380 	-0.380 	-0.200 
-1.140 	-0.300 	0.380 
-1.390 	-0.210 	-0.050 
-1.480 	-0.430 	-0.180 
-1.440 	-0.460 	0.360 
-1.580 	-0.270 	-0.340 
-1.310 	-0.290 	-0.240 
-1.290 	-0.410 	0.360 
-1.270 	-0.370 	-0.340 
-1.170 	-0.370 	-0.180 
-1.240 	-0.530 	-0.090 
-1.030 	-0.330 	-0.350 
-1.070 	-0.170 	0.130 
-1.190 	-0.490 	-0.290 
-1.010 	-0.480 	-0.260 
-1.150 	-0.180 	0.050 
-1.220 	-0.240 	-0.600 
-1.040 	-0.380 	-0.310 
-1.150 	-0.120 	-0.040 
-1.150 	-0.230 	-0.640 
-0.880 	-0.450 	-0.340 
-0.850 	-0.030 	-0.020 
-0.860 	-0.040 	-0.560 
-0.570 	-0.320 	-0.330 
-0.500 	-0.200 	-0.040 
-0.590 	0.020 	-0.510 
-0.430 	-0.120 	-0.180 
-0.390 	-0.220 	-0.200 
-0.380 	0.130 	-0.450 
-0.360 	0.040 	-0.030 
-0.440 	-0.180 	-0.540 
-0.250 	0.120 	-0.250 
-0.330 	0.190 	0.200 
-0.300 	0.050 	-0.480 
0.120 	0.020 	0.050 
-0.020 	0.020 	0.100 
0.130 	0.130 	-0.530 
0.470 	0.100 	0.210 
0.350 	0.090 	0.180 
0.430 	0.160 	-0.440 
0.390 	0.120 	0.330 
0.560 	0.130 	0.530 
0.610 	0.190 	-0.050 
0.250 	0.220 	0.310 
0.570 	0.130 	0.260 
0.640 	0.140 	0.240 
0.390 	0.100 	0.570 
0.600 	0.000 	-0.020 
0.760 	0.100 	0.350 
0.880 	-0.070 	0.630 
0.890 	-0.150 	-0.070 
1.090 	0.080 	0.680 
1.170 	-0.020 	0.650 
0.870 	-0.200 	0.070 
1.190 	-0.150 	0.990 
1.290 	-0.190 	0.660 
0.930 	-0.410 	0.130 
1.070 	-0.370 	0.870 
1.160 	-0.230 	0.660 
1.060 	-0.480 	0.360 
0.860 	-0.660 	0.730 
0.890 	-0.470 	0.560 
1.190 	-0.560 	0.640 
1.060 	-0.770 	0.900 
1.210 	-0.750 	0.580 
1.370 	-0.810 	0.880 
1.050 	-0.880 	0.950 
1.300 	-1.040 	0.610 
1.430 	-1.060 	1.230 
1.190 	-1.020 	0.850 
1.210 	-1.240 	0.570 
1.150 	-1.220 	1.450 
1.140 	-1.180 	0.820 
0.930 	-1.350 	0.680 
0.790 	-1.260 	1.490 
1.000 	-1.240 	0.840 
0.900 	-1.420 	0.770 
0.910 	-1.380 	1.230 
0.960 	-1.250 	0.920 
1.000 	-1.330 	1.000 
0.980 	-1.420 	0.910 
0.800 	-1.370 	0.760 
1.010 	-1.330 	1.120 
0.770 	-1.350 	0.850 
0.600 	-1.340 	0.710 
0.790 	-1.290 	1.160 
0.420 	-1.310 	0.750 
0.410 	-1.380 	0.700 
0.420 	-1.230 	1.240 
0.250 	-1.050 	0.480 
0.380 	-1.310 	0.570 
0.300 	-1.300 	1.250 
0.380 	-1.040 	0.390 
0.460 	-1.230 	0.620 
0.240 	-1.320 	0.910 
0.340 	-0.990 	0.280 
0.260 	-1.020 	0.830 
0.070 	-1.310 	0.640 
0.250 	-0.970 	0.240 
-0.010 	-0.860 	0.690 
-0.200 	-1.120 	0.310 
-0.020 	-0.930 	0.490 
-0.360 	-0.940 	0.660 
-0.450 	-1.010 	-0.080 
-0.220 	-0.940 	0.450 
-0.160 	-0.940 	0.630 
-0.190 	-0.940 	-0.220 
-0.250 	-1.040 	0.360 
-0.090 	-0.950 	0.620 
-0.240 	-0.950 	-0.220 
-0.330 	-1.060 	0.080 
-0.260 	-1.010 	0.190 
-0.520 	-0.940 	-0.140 
-0.530 	-0.930 	0.270 
-0.500 	-0.950 	0.150 
-0.620 	-0.790 	0.080 
-0.900 	-0.880 	0.290 
-0.910 	-0.870 	-0.130 
-0.440 	-0.590 	0.130 
-0.590 	-0.760 	0.190 
-0.760 	-0.950 	-0.330 
-0.410 	-0.730 	0.320 
-0.510 	-0.680 	0.140 
-0.750 	-0.920 	-0.480 
-0.660 	-0.900 	0.250 
-0.570 	-0.830 	0.050 
-0.770 	-0.890 	-0.390 
-0.870 	-1.000 	0.180 
-0.760 	-0.790 	0.130 
-0.980 	-0.650 	-0.120 
-1.020 	-0.960 	0.320 
-0.850 	-0.690 	0.200 
-0.990 	-0.520 	0.060 
-1.000 	-0.660 	0.350 
-0.810 	-0.500 	-0.020 
-0.650 	-0.520 	0.130 
-0.790 	-0.550 	0.000 
-0.940 	-0.610 	-0.360 
-0.710 	-0.530 	0.290 
-0.850 	-0.440 	-0.250 
-1.080 	-0.630 	-0.550 
-0.870 	-0.500 	0.220 
-1.030 	-0.380 	-0.260 
-1.260 	-0.490 	-0.480 
-0.990 	-0.430 	0.080 
-0.860 	-0.320 	-0.310 
-0.970 	-0.340 	-0.390 
-0.990 	-0.400 	-0.040 
-0.720 	-0.210 	-0.570 
-0.680 	-0.160 	-0.430 
-0.900 	-0.360 	-0.120 
-0.640 	-0.210 	-0.600 
-0.660 	-0.080 	-0.340 
-0.950 	-0.210 	-0.580 
-0.800 	-0.140 	-0.840 
-0.800 	-0.030 	-0.310 
-1.020 	-0.040 	-1.030 
-1.050 	-0.170 	-0.990 
-0.820 	-0.090 	-0.260 
-0.820 	0.110 	-1.160 
-0.850 	-0.180 	-1.000 
-0.630 	-0.210 	-0.430 
-0.660 	0.080 	-1.160 
-0.720 	-0.050 	-0.840 
-0.660 	-0.120 	-0.540 
-0.570 	0.070 	-1.050 
-0.660 	0.130 	-0.780 
-0.860 	-0.130 	-0.630 
-0.810 	-0.020 	-0.780 
-0.820 	0.270 	-0.690 
-1.010 	0.020 	-0.850 
-1.070 	0.170 	-0.720 
-1.070 	0.260 	-0.480 
-0.990 	0.100 	-1.000 
-0.830 	0.340 	-0.720 
-0.860 	0.280 	-0.240 
-0.880 	0.170 	-0.990 
-0.930 	0.200 	-0.600 
-0.910 	0.300 	-0.250 
-0.920 	0.390 	-1.020 
-1.180 	0.220 	-0.440 
-1.030 	0.430 	-0.300 
-1.030 	0.490 	-0.750 
-1.240 	0.280 	-0.210 
-1.130 	0.460 	-0.300 
-1.370 	0.560 	-0.430 
-1.250 	0.400 	-0.160 
-1.080 	0.340 	-0.320 
-1.290 	0.560 	-0.080 
-0.960 	0.630 	-0.140 
-0.980 	0.530 	-0.510 
-1.060 	0.650 	0.200 
-0.870 	0.740 	0.210 
-1.160 	0.630 	-0.540 
-1.000 	0.540 	0.140 
-0.870 	0.780 	0.120 
-1.170 	0.820 	-0.390 
-1.070 	0.560 	0.450 
-1.110 	0.680 	0.190 
-1.240 	0.820 	-0.310 
-1.130 	0.680 	0.470 
-1.070 	0.680 	0.210 
-1.050 	0.810 	0.020 
-1.090 	0.750 	0.300 
-0.940 	0.650 	0.010 
-0.930 	0.760 	0.410 
-1.090 	0.730 	0.300 
-0.950 	0.610 	-0.090 
-1.030 	0.780 	0.560 
-1.210 	0.900 	0.350 
-1.280 	0.730 	-0.050 
-1.340 	0.870 	0.450 
-1.340 	0.880 	0.160 
-1.560 	0.600 	-0.070 
-1.530 	0.790 	0.540 
-1.330 	0.900 	0.140 
-1.400 	0.740 	-0.020 
-1.330 	0.610 	0.600 
-1.300 	0.740 	0.180 
-1.360 	0.850 	0.230 
-1.390 	0.660 	0.480 
-1.420 	0.700 	0.180 
-1.410 	0.870 	0.640 
-1.720 	0.780 	0.350 
-1.770 	0.770 	0.240 
-1.490 	0.990 	0.810 
-1.900 	0.900 	0.270 
-2.100 	0.730 	0.340 
-1.800 	0.880 	0.760 
-1.900 	1.030 	0.250 
-2.040 	0.890 	0.390 
-1.850 	0.790 	0.730 
-1.720 	0.910 	0.250 
-1.960 	0.880 	0.370 
-1.970 	0.830 	0.820 
-1.750 	0.970 	0.340 
-2.050 	1.090 	0.500 
-2.090 	0.970 	0.710 
-1.930 	0.980 	0.350 
-2.160 	1.120 	0.680 
-2.270 	1.030 	0.300 
-2.210 	1.130 	0.190 
-1.990 	1.230 	0.730 
-2.140 	1.060 	-0.010 
-2.160 	1.070 	0.070 
-1.750 	1.360 	0.410 
-1.960 	1.290 	-0.260 
-1.920 	1.150 	0.180 
-1.680 	1.400 	0.270 
-1.870 	1.400 	-0.510 
-1.790 	1.230 	-0.120 
-1.720 	1.260 	0.120 
-1.710 	1.460 	-0.480 
-1.730 	1.310 	-0.350 
-1.750 	1.240 	-0.230 
-1.600 	1.500 	-0.430 
-1.670 	1.420 	-0.200 
-1.500 	1.240 	-0.510 
-1.240 	1.210 	-0.570 
-1.200 	1.420 	-0.210 
-1.010 	1.300 	-0.850 
-0.930 	1.120 	-0.620 
-0.850 	1.300 	-0.250 
-0.700 	1.040 	-1.050 
-0.780 	0.950 	-0.520 
-0.610 	1.090 	-0.440 
-0.560 	0.880 	-1.200 
-0.610 	0.760 	-0.600 
-0.390 	0.660 	-0.710 
-0.480 	0.720 	-1.120 
-0.350 	0.600 	-0.760 
-0.090 	0.390 	-0.990 
0.000 	0.530 	-1.030 
0.190 	0.270 	-0.830 
0.180 	0.120 	-1.210 
0.430 	0.320 	-1.050 
0.490 	0.010 	-0.930 
0.440 	-0.280 	-1.440 
0.790 	-0.120 	-0.960 
0.640 	-0.220 	-1.010 
0.500 	-0.530 	-1.570 
0.930 	-0.390 	-0.850 
0.800 	-0.420 	-1.140 
0.690 	-0.710 	-1.630 
1.010 	-0.730 	-0.810 
1.120 	-0.750 	-1.100 
1.210 	-0.830 	-1.560 
1.250 	-1.090 	-0.930 
1.540 	-1.040 	-1.150 
1.610 	-0.910 	-1.300 
1.470 	-1.320 	-1.030 
1.790 	-1.270 	-1.300 
1.700 	-1.070 	-0.890 
1.560 	-1.310 	-0.920 
1.690 	-1.420 	-1.330 
1.690 	-1.360 	-0.850 
1.640 	-1.400 	-1.130 
1.580 	-1.640 	-1.360 
1.890 	-1.610 	-0.750 
1.990 	-1.520 	-1.280 
1.860 	-1.680 	-1.350 
2.220 	-1.680 	-0.480 
2.290 	-1.690 	-1.230 
2.180 	-1.810 	-1.260 
2.290 	-1.850 	-0.530 
2.330 	-1.740 	-1.110 
2.270 	-1.700 	-0.820 
2.150 	-1.820 	-0.630 
2.270 	-1.870 	-1.080 
2.200 	-1.810 	-0.660 
2.030 	-1.760 	-0.810 
2.200 	-1.870 	-0.990 
2.310 	-1.770 	-0.670 
2.250 	-1.820 	-1.040 
2.340 	-1.950 	-0.930 
2.470 	-1.730 	-0.550 
2.430 	-1.810 	-1.140 
2.420 	-1.930 	-0.970 
2.480 	-1.790 	-0.490 
2.420 	-1.750 	-1.080 
2.220 	-2.010 	-0.980 
2.300 	-1.820 	-0.640 
2.330 	-1.560 	-1.000 
2.070 	-1.860 	-0.760 
2.030 	-1.750 	-0.710 
2.090 	-1.540 	-0.880 
2.150 	-1.600 	-0.540 
2.010 	-1.630 	-0.850 
2.130 	-1.540 	-0.830 
2.330 	-1.410 	-0.510 
1.980 	-1.610 	-1.040 
2.030 	-1.530 	-0.680 
2.150 	-1.360 	-0.490 
1.950 	-1.620 	-1.160 
1.950 	-1.460 	-0.540 
1.780 	-1.360 	-0.350 
1.690 	-1.480 	-1.060 
1.620 	-1.330 	-0.570 
1.420 	-1.350 	-0.260 
1.480 	-1.310 	-0.640 
1.370 	-1.330 	-0.330 
1.420 	-1.330 	-0.310 
1.570 	-1.100 	-0.410 
1.320 	-1.260 	0.100 
1.400 	-1.220 	-0.210 
1.430 	-0.970 	-0.180 
1.130 	-1.150 	0.180 
1.180 	-1.190 	-0.340 
1.150 	-1.010 	0.220 
0.890 	-0.950 	0.310 
0.830 	-1.040 	-0.360 
0.660 	-0.980 	0.470 
0.490 	-0.840 	0.290 
0.500 	-0.930 	-0.230 
0.550 	-1.050 	0.540 
0.660 	-0.790 	0.340 
0.480 	-0.680 	0.110 
0.360 	-0.890 	0.520 
0.510 	-0.680 	0.280 
0.370 	-0.460 	0.400 
0.200 	-0.660 	0.770 
0.230 	-0.580 	0.450 
0.110 	-0.310 	0.560 
-0.150 	-0.420 	0.630 
-0.180 	-0.450 	0.370 
-0.270 	-0.250 	0.860 
-0.500 	-0.230 	0.630 
-0.490 	-0.220 	0.410 
-0.390 	-0.140 	1.160 
-0.360 	-0.140 	0.610 
-0.610 	-0.210 	0.330 
-0.540 	-0.060 	1.130 
-0.430 	0.200 	0.700 
-0.820 	0.030 	0.610 
-0.810 	0.090 	1.090 
-0.780 	0.360 	0.700 
-1.020 	0.170 	0.670 
-1.130 	0.210 	0.900 
-1.170 	0.410 	0.750 
-1.300 	0.380 	0.740 
-1.620 	0.330 	0.730 
-1.560 	0.340 	0.750 
-1.340 	0.640 	0.920 
-1.540 	0.620 	0.660 
-1.580 	0.450 	0.630 
-1.340 	0.730 	1.180 
-1.600 	0.760 	0.670 
-1.740 	0.640 	0.500 
-1.570 	0.910 	1.230 
-1.750 	1.060 	0.630 
-1.900 	0.940 	0.780 
-1.980 	0.930 	1.300 
-1.990 	1.130 	0.550 
-2.220 	1.180 	0.890 
-2.360 	1.010 	1.090 
-1.970 	1.180 	0.580 
-2.220 	1.380 	1.000 
-2.320 	1.180 	0.980 
-1.910 	1.310 	0.790 
-2.130 	1.460 	0.950 
-2.180 	1.320 	0.640 
-2.050 	1.400 	0.990 
-2.160 	1.550 	1.220 
-2.180 	1.450 	0.460 
-2.250 	1.380 	0.760 
-2.190 	1.470 	1.120 
-2.240 	1.370 	0.430 
-2.540 	1.360 	0.860 
-2.350 	1.580 	1.090 
-2.140 	1.470 	0.430 
-2.180 	1.240 	1.040 
-2.040 	1.430 	0.920 
-1.970 	1.590 	0.380 
-1.940 	1.360 	0.950 
-1.940 	1.190 	0.630 
-1.790 	1.490 	0.650 
-1.770 	1.440 	0.860 
-1.980 	1.150 	0.210 
-1.650 	1.340 	0.640 
-1.720 	1.350 	0.820 
-2.000 	1.220 	0.220 
-1.730 	1.180 	0.570 
-1.730 	1.320 	0.660 
-1.860 	1.270 	0.180 
-1.630 	1.000 	0.510 
-1.310 	1.240 	0.460 
-1.440 	1.190 	-0.120 
-1.390 	0.940 	0.430 
-0.970 	1.090 	0.300 
-1.180 	1.120 	-0.210 
-1.210 	1.020 	0.230 
-0.920 	0.880 	-0.070 
-1.030 	0.940 	-0.040 
-1.040 	0.930 	-0.030 
-0.970 	0.800 	-0.520 
-1.010 	0.900 	-0.050 
-0.920 	0.780 	-0.370 
-0.790 	0.680 	-0.780 
-0.720 	0.770 	-0.250 
-0.470 	0.720 	-0.550 
-0.450 	0.540 	-0.830 
-0.590 	0.580 	-0.400 
-0.190 	0.620 	-0.710 
-0.270 	0.450 	-1.010 
-0.480 	0.440 	-0.410 
-0.060 	0.550 	-0.730 
-0.230 	0.440 	-1.110 
-0.260 	0.260 	-0.630 
-0.010 	0.420 	-0.900 
-0.200 	0.440 	-0.940 
-0.150 	0.190 	-0.850 
0.100 	0.200 	-1.030 
0.340 	0.380 	-0.480 
0.350 	0.300 	-0.870 
0.370 	0.110 	-1.230 
0.640 	0.200 	-0.490 
0.640 	0.210 	-1.080 
0.620 	0.150 	-1.230 
0.770 	0.100 	-0.450 
0.730 	0.200 	-1.110 
0.790 	0.280 	-1.120 
0.790 	0.090 	-0.490 
0.760 	0.170 	-1.000 
0.810 	0.290 	-0.880 
0.760 	0.140 	-0.530 
0.930 	0.160 	-0.870 
1.040 	0.250 	-0.670 
1.120 	0.090 	-0.720 
1.270 	0.190 	-0.900 
1.300 	0.330 	-0.320 
1.360 	0.160 	-0.650 
1.330 	0.220 	-0.700 
1.430 	0.340 	0.010 
1.390 	0.280 	-0.680 
1.190 	0.130 	-0.470 
1.380 	0.370 	0.100 
1.250 	0.380 	-0.750 
1.050 	-0.060 	-0.300 
1.310 	0.370 	0.070 
1.250 	0.510 	-0.580 
1.290 	0.130 	-0.290 
1.440 	0.250 	0.040 
1.420 	0.410 	-0.140 
1.560 	0.410 	-0.100 
1.430 	0.220 	-0.040 
1.560 	0.350 	0.030 
1.570 	0.420 	0.280 
1.280 	0.130 	-0.160 
1.540 	0.310 	-0.060 
1.370 	0.480 	0.500 
1.110 	0.340 	-0.180 
1.230 	0.310 	0.190 
1.230 	0.390 	0.520 
1.280 	0.400 	-0.300 
1.290 	0.330 	0.440 
1.480 	0.450 	0.550 
1.590 	0.510 	-0.140 
1.400 	0.370 	0.540 
1.700 	0.500 	0.420 
1.730 	0.570 	0.050 
1.340 	0.600 	0.450 
1.530 	0.620 	0.250 
1.600 	0.630 	0.320 
1.350 	0.750 	0.470 
1.250 	0.650 	0.100 
1.340 	0.710 	0.460 
1.260 	0.740 	0.470 
1.040 	0.550 	0.030 
1.470 	0.730 	0.620 
1.480 	0.880 	0.350 
1.250 	0.680 	-0.240 
1.620 	0.680 	0.660 
1.610 	0.900 	0.440 
1.410 	0.810 	-0.080 
1.400 	0.760 	0.670 
1.450 	0.980 	0.330 
1.480 	0.940 	0.130 
1.270 	0.780 	0.600 
1.300 	0.920 	0.170 
1.300 	1.110 	0.360 
1.020 	0.990 	0.540 
1.250 	0.940 	-0.010 
1.330 	1.110 	0.440 
1.230 	1.120 	0.400 
1.280 	1.000 	0.030 
1.130 	1.120 	0.570 
1.210 	1.170 	0.210 
1.080 	1.000 	0.110 
0.990 	1.180 	0.720 
1.010 	1.160 	0.110 
0.720 	1.050 	0.010 
0.780 	1.260 	0.770 
0.750 	1.200 	0.210 
0.420 	1.090 	0.190 
0.470 	1.170 	0.710 
0.630 	1.340 	0.130 
0.590 	1.280 	0.550 
0.580 	1.140 	0.580 
0.580 	1.290 	0.090 
0.660 	1.310 	0.800 
0.450 	1.220 	0.310 
0.330 	1.260 	0.200 
0.450 	1.340 	0.770 
0.200 	1.290 	0.040 
0.160 	1.150 	0.320 
0.200 	1.340 	0.820 
-0.060 	1.440 	0.020 
-0.170 	1.160 	0.170 
-0.080 	1.310 	0.700 
0.010 	1.510 	0.100 
-0.180 	1.220 	0.200 
-0.070 	1.150 	0.520 
0.200 	1.230 	0.120 
-0.130 	1.200 	0.390 
-0.100 	1.150 	0.430 
0.050 	1.200 	0.150 
-0.210 	1.350 	0.460 
-0.130 	1.170 	0.270 
-0.090 	1.080 	0.270 
-0.200 	1.210 	0.540 
-0.370 	1.120 	0.050 
-0.350 	1.060 	0.350 
-0.150 	1.110 	0.560 
-0.290 	1.050 	-0.140 
-0.080 	1.010 	0.370 
0.070 	1.060 	0.570 
-0.110 	1.050 	-0.070 
0.120 	0.960 	0.360 
0.190 	1.000 	0.460 
0.100 	0.970 	0.180 
0.100 	0.750 	0.340 
0.140 	0.820 	0.180 
0.190 	0.820 	0.210 
0.010 	0.660 	0.400 
0.030 	0.620 	0.120 
0.070 	0.690 	0.410 
0.070 	0.770 	0.550 
0.310 	0.380 	-0.040 
0.360 	0.430 	0.590 
0.540 	0.650 	0.620 
0.560 	0.250 	-0.250 
0.570 	0.270 	0.630 
0.920 	0.310 	0.550 
0.630 	0.130 	-0.190 
0.550 	-0.010 	0.620 
0.900 	0.010 	0.450 
0.580 	0.150 	0.080 
0.640 	-0.270 	0.550 
0.830 	-0.330 	0.160 
0.440 	-0.140 	0.150 
0.680 	-0.470 	0.460 
0.880 	-0.440 	0.160 
0.810 	-0.470 	0.430 
0.890 	-0.730 	0.290 
0.900 	-0.720 	-0.010 
1.190 	-0.840 	0.830 
1.030 	-0.960 	0.410 
0.890 	-1.040 	-0.140 
1.200 	-1.140 	0.850 
1.030 	-1.130 	0.310 
0.890 	-1.260 	-0.110 
0.930 	-1.260 	0.840 
0.860 	-1.280 	0.310 
0.820 	-1.460 	0.130 
0.940 	-1.520 	0.570 
1.050 	-1.530 	0.200 
1.070 	-1.560 	0.420 
1.110 	-1.810 	0.430 
1.100 	-1.800 	0.260 
1.240 	-1.690 	0.570 
1.080 	-1.940 	0.280 
0.960 	-1.870 	0.340 
1.170 	-1.760 	0.750 
0.930 	-1.900 	0.320 
0.810 	-2.080 	0.300 
0.930 	-2.030 	0.830 
0.670 	-1.860 	0.480 
0.650 	-2.150 	0.450 
0.730 	-2.210 	0.980 
0.710 	-1.930 	0.450 
0.810 	-1.980 	0.640 
0.650 	-2.070 	0.990 
0.660 	-1.980 	0.290 
0.640 	-1.990 	0.760 
0.380 	-2.110 	0.830 
0.530 	-2.040 	0.480 
0.390 	-1.940 	0.960 
0.110 	-2.150 	0.580 
0.150 	-2.160 	0.750 
0.040 	-1.960 	1.030 
-0.200 	-2.060 	0.360 
-0.390 	-1.960 	0.820 
-0.180 	-1.820 	1.220 
-0.100 	-1.920 	0.520 
-0.480 	-1.960 	0.660 
-0.320 	-1.820 	0.960 
-0.150 	-1.650 	0.450 
-0.570 	-1.860 	0.750 
-0.470 	-1.780 	0.870 
-0.460 	-1.550 	0.260 
-0.760 	-1.800 	0.790 
-0.670 	-1.700 	0.730 
-0.880 	-1.360 	0.260 
-0.970 	-1.480 	0.620 
-1.040 	-1.590 	0.270 
-1.110 	-1.370 	0.430 
-0.890 	-1.310 	0.620 
-1.140 	-1.420 	-0.090 
-0.990 	-1.290 	0.340 
-0.850 	-1.170 	0.480 
-1.070 	-1.210 	-0.160 
-0.790 	-1.270 	0.260 
-1.000 	-1.180 	0.280 
-1.030 	-1.080 	-0.240 
-0.900 	-1.150 	0.260 
-1.140 	-1.000 	0.280 
-1.020 	-0.810 	-0.250 
-1.280 	-1.020 	0.200 
-1.310 	-0.880 	0.180 
-1.120 	-0.670 	-0.130 
-1.320 	-0.950 	0.080 
-1.130 	-0.790 	-0.220 
-1.000 	-0.610 	0.070 
-1.000 	-0.720 	0.130 
-0.940 	-0.720 	-0.490 
-0.840 	-0.630 	0.170 
-0.850 	-0.480 	0.040 
-1.030 	-0.670 	-0.520 
-0.920 	-0.560 	0.180 
-0.930 	-0.290 	-0.050 
-1.140 	-0.640 	-0.410 
-1.100 	-0.500 	0.120 
-1.050 	-0.220 	-0.110 
-1.280 	-0.350 	-0.310 
-1.270 	-0.300 	0.150 
-0.960 	-0.280 	-0.200 
-0.950 	-0.120 	-0.320 
-1.110 	-0.120 	-0.010 
-0.880 	-0.250 	-0.310 
-0.750 	-0.040 	-0.010 
-1.060 	-0.090 	-0.190 
-0.930 	-0.080 	-0.540 
-0.800 	0.150 	0.230 
-1.140 	0.200 	-0.170 
-1.100 	0.150 	-0.460 
-1.010 	0.220 	0.220 
-1.260 	0.300 	-0.380 
-1.280 	0.210 	-0.400 
-1.030 	0.300 	0.220 
-0.980 	0.510 	-0.410 
-1.090 	0.460 	-0.370 
-0.900 	0.410 	0.100 
-0.780 	0.580 	-0.260 
-1.020 	0.700 	-0.200 
-0.940 	0.600 	-0.160 
-0.810 	0.680 	-0.270 
-0.910 	0.820 	0.100 
-1.030 	0.720 	-0.310 
-1.030 	0.840 	-0.440 
-0.870 	0.920 	0.230 
-1.150 	0.740 	-0.320 
-1.080 	0.880 	-0.450 
-0.710 	1.110 	0.100 
-0.950 	1.030 	-0.480 
-0.710 	0.910 	-0.190 
-0.510 	1.020 	0.280 
-0.680 	1.150 	-0.480 
-0.470 	1.110 	-0.160 
-0.530 	1.120 	0.150 
-0.470 	1.280 	-0.370 
-0.500 	1.150 	-0.080 
-0.550 	1.090 	-0.020 
-0.260 	1.440 	-0.180 
-0.650 	1.240 	0.090 
-0.690 	1.180 	-0.150 
-0.420 	1.430 	-0.030 
-0.520 	1.270 	0.270 
-0.260 	1.340 	-0.250 
-0.300 	1.400 	0.080 
-0.250 	1.410 	0.380 
-0.110 	1.380 	-0.330 
-0.250 	1.410 	0.120 
-0.040 	1.500 	0.390 
-0.220 	1.400 	-0.350 
-0.260 	1.450 	0.170 
-0.070 	1.430 	0.420 
-0.340 	1.500 	-0.220 
-0.330 	1.500 	0.220 
-0.340 	1.400 	0.180 
-0.240 	1.530 	0.030 
-0.200 	1.360 	0.370 
-0.360 	1.290 	-0.180 
0.110 	1.570 	0.150 
-0.030 	1.500 	0.540 
-0.230 	1.250 	-0.030 
0.250 	1.440 	0.320 
-0.070 	1.530 	0.330 
-0.150 	1.120 	0.000 
0.090 	1.340 	0.550 
-0.170 	1.640 	0.280 
-0.130 	1.170 	-0.180 
-0.150 	1.200 	0.560 
-0.120 	1.470 	0.370 
-0.120 	1.100 	-0.140 
-0.230 	0.940 	0.430 
0.100 	1.150 	0.270 
0.120 	1.170 	0.200 
0.050 	1.010 	0.440 
0.200 	1.010 	0.060 
0.190 	1.150 	0.490 
0.140 	0.980 	0.440 
0.110 	0.820 	0.010 
0.110 	1.020 	0.720 
-0.010 	0.990 	0.400 
-0.020 	0.780 	0.160 
0.000 	0.810 	0.850 
-0.210 	0.780 	0.300 
-0.220 	0.780 	0.140 
-0.020 	0.720 	0.830 
0.060 	0.700 	0.430 
0.020 	0.720 	0.240 
0.080 	0.500 	0.740 
0.090 	0.590 	0.480 
0.050 	0.650 	0.490 
0.020 	0.540 	0.760 
0.030 	0.610 	0.420 
-0.010 	0.600 	0.640 
-0.250 	0.490 	0.590 
-0.240 	0.520 	0.330 
-0.250 	0.590 	0.750 
-0.480 	0.490 	0.350 
-0.430 	0.410 	0.300 
-0.220 	0.600 	0.840 
-0.230 	0.580 	0.120 
-0.410 	0.320 	0.300 
-0.160 	0.440 	0.940 
-0.040 	0.560 	0.110 
-0.390 	0.340 	0.260 
-0.270 	0.270 	0.680 
-0.240 	0.540 	0.190 
-0.330 	0.410 	0.280 
-0.350 	0.230 	0.290 
-0.450 	0.480 	0.190 
-0.390 	0.350 	0.370 
-0.520 	0.210 	0.130 
-0.240 	0.320 	0.090 
-0.150 	0.240 	0.370 
-0.430 	0.190 	-0.040 
-0.020 	0.170 	0.190 
0.000 	0.150 	0.540 
-0.240 	0.100 	-0.400 
-0.010 	0.110 	0.160 
0.040 	0.140 	0.550 
0.000 	0.090 	-0.490 
-0.060 	0.090 	0.160 
-0.050 	0.180 	0.320 
0.120 	0.120 	-0.320 
-0.100 	-0.030 	0.180 
-0.120 	0.020 	-0.010 
0.220 	0.070 	-0.250 
0.080 	-0.110 	0.130 
0.200 	-0.190 	-0.130 
0.490 	0.010 	-0.140 
0.410 	0.000 	-0.020 
0.390 	-0.230 	-0.270 
0.490 	-0.040 	0.160 
0.580 	0.110 	0.050 
0.330 	-0.240 	-0.640 
0.320 	-0.170 	0.110 
0.520 	0.060 	0.100 
0.270 	-0.110 	-0.760 
0.210 	-0.170 	0.010 
0.380 	0.050 	-0.070 
0.410 	0.150 	-0.650 
0.350 	-0.150 	-0.050 
0.540 	-0.120 	-0.430 
0.590 	0.070 	-0.480 
0.440 	-0.060 	-0.090 
0.750 	-0.010 	-0.580 
0.700 	0.140 	-0.410 
0.480 	0.090 	-0.430 
0.660 	0.010 	-0.610 
0.660 	0.300 	-0.190 
0.530 	0.290 	-0.530 
0.350 	0.110 	-0.770 
0.350 	0.240 	-0.200 
0.470 	0.210 	-0.540 
0.370 	0.160 	-0.930 
0.450 	0.200 	-0.220 
